"ref_name","ARO Term","ARO Accession","NCBI","init_final","Model Sequence ID","CVTERM ID","ARO Name","Protein Accession","DNA Accession","AMR Gene Family","Drug Class","Resistance Mechanism"
"CMY-58.3002072.HQ185697.1267-2413.1362","CMY-58",3002072,"HQ185697","1267-2413","1362",38472,"CMY-58","ADY19254.1","HQ185697","CMY beta-lactamase","cephamycin","antibiotic inactivation"
"CMY-132.3003652.KP862820.1.0-1146.5775","CMY-132",3003652,"KP862820 . 1","0-1146","5775",40262,"CMY-132","AKZ20822.1","KP862820.1","CMY beta-lactamase","cephamycin","antibiotic inactivation"
"CMY-14.3002025.AJ555825.0-1146.1662","CMY-14",3002025,"AJ555825","0-1146","1662",38425,"CMY-14","CAD88479.1","AJ555825","CMY beta-lactamase","cephamycin","antibiotic inactivation"
"CMY-73.3002086.GQ351345.0-1146.1423","CMY-73",3002086,"GQ351345","0-1146","1423",38486,"CMY-73","ACU00152.1","GQ351345","CMY beta-lactamase","cephamycin","antibiotic inactivation"
"CMY-60.3002073.JF460794.0-1146.1625","CMY-60",3002073,"JF460794","0-1146","1625",38473,"CMY-60","AEM97672.1","JF460794","CMY beta-lactamase","cephamycin","antibiotic inactivation"
"CMY-102.3002114.KF526115.0-1146.1360","CMY-102",3002114,"KF526115","0-1146","1360",38514,"CMY-102","AHA80103.1","KF526115","CMY beta-lactamase","cephamycin","antibiotic inactivation"
"CMY-45.3002056.FN546177.0-1146.1663","CMY-45",3002056,"FN546177","0-1146","1663",38456,"CMY-45","CBB16411.1","FN546177","CMY beta-lactamase","cephamycin","antibiotic inactivation"
"CMY-38.3002049.AM931008.0-1146.1021","CMY-38",3002049,"AM931008","0-1146","1021",38449,"CMY-38","CAP60699.1","AM931008","CMY beta-lactamase","cephamycin","antibiotic inactivation"
"CMY-80.3002093.JQ733577.1026-2172.762","CMY-80",3002093,"JQ733577","1026-2172","762",38493,"CMY-80","AFK73449.1","JQ733577","CMY beta-lactamase","cephamycin","antibiotic inactivation"
"CMY-55.3002066.HM544040.0-1146.1116","CMY-55",3002066,"HM544040","0-1146","1116",38466,"CMY-55","ADK55605.1","HM544040","CMY beta-lactamase","cephamycin","antibiotic inactivation"
"CMY-57.3002068.HQ285243.0-1146.1283","CMY-57",3002068,"HQ285243","0-1146","1283",38468,"CMY-57","ADP37961.1","HQ285243","CMY beta-lactamase","cephamycin","antibiotic inactivation"
"CMY-21.3002032.DQ139328.160-1306.957","CMY-21",3002032,"DQ139328","160-1306","957",38432,"CMY-21","AAZ66866.1","DQ139328","CMY beta-lactamase","cephamycin","antibiotic inactivation"
"CMY-62.3002075.JF460796.0-1146.1777","CMY-62",3002075,"JF460796","0-1146","1777",38475,"CMY-62","AEM97674.1","JF460796","CMY beta-lactamase","cephamycin","antibiotic inactivation"
"CMY-99.3002070.KF305673.17-1163.1860","CMY-99",3002070,"KF305673","17-1163","1860",38470,"CMY-99","AGU59995.1","KF305673","CMY beta-lactamase","cephamycin","antibiotic inactivation"
"CMY-33.3002044.EU496816.0-1140.1914","CMY-33",3002044,"EU496816","0-1140","1914",38444,"CMY-33","ACA97847.1","EU496816","CMY beta-lactamase","cephamycin","antibiotic inactivation"
"BIL-1.3004755.X74512.1.126-1272.5757","BIL-1",3004755,"X74512 . 1","126-1272","5757",42867,"BIL-1","CAA52618.1","X74512.1","BIL Beta-lactamase","cephalosporin","antibiotic inactivation"
"CMY-31.3002042.EF622224.0-1146.1776","CMY-31",3002042,"EF622224","0-1146","1776",38442,"CMY-31","ABR18736.1","EF622224","CMY beta-lactamase","cephamycin","antibiotic inactivation"
"CMY-23.3002034.DQ463751.75-1221.1115","CMY-23",3002034,"DQ463751","75-1221","1115",38434,"CMY-23","ABF06441.1","DQ463751","CMY beta-lactamase","cephamycin","antibiotic inactivation"
"CMY-25.3002036.EU515249.0-1146.1282","CMY-25",3002036,"EU515249","0-1146","1282",38436,"CMY-25","ACA30420.1","EU515249","CMY beta-lactamase","cephamycin","antibiotic inactivation"
"CMY-34.3002045.EF394370.0-1146.1993","CMY-34",3002045,"EF394370","0-1146","1993",38445,"CMY-34","ABN51006.1","EF394370","CMY beta-lactamase","cephamycin","antibiotic inactivation"
"mprF.3003773.CP000312.1.1756064-1757774.4635","mprF",3003773,"CP000312 . 1","1756064-1757774","4635",40447,"Clostridium perfringens mprF","ABG86067.1","CP000312.1","defensin resistant mprF","peptide antibiotic","antibiotic target alteration"
"ACT-31.3001851.KM087843.0-1146.1342","ACT-31",3001851,"KM087843","0-1146","1342",38251,"ACT-31","AIT76096.1","KM087843","ACT beta-lactamase","carbapenem;cephalosporin;cephamycin;penam","antibiotic inactivation"
"ACT-25.3001845.KJ207208.539-1685.861","ACT-25",3001845,"KJ207208","539-1685","861",38245,"ACT-25","AHL39338.1","KJ207208","ACT beta-lactamase","carbapenem;cephalosporin;cephamycin;penam","antibiotic inactivation"
"ACT-15.3001837.JX440356.754-1900.1262","ACT-15",3001837,"JX440356","754-1900","1262",38237,"ACT-15","AFU25653.1","JX440356","ACT beta-lactamase","carbapenem;cephalosporin;cephamycin;penam","antibiotic inactivation"
"vanWG.3002965.DQ212986.5137-5983.535","vanWG",3002965,"DQ212986","5137-5983","535",39399,"vanWG","ABA71730.1","DQ212986","glycopeptide resistance gene cluster;vanW","glycopeptide antibiotic","antibiotic target alteration"
"rmtF.3002666.JQ808129.1598-2378.691","rmtF",3002666,"JQ808129","1598-2378","691",39066,"rmtF","AFJ11385.1","JQ808129","16S rRNA methyltransferase (G1405)","aminoglycoside antibiotic","antibiotic target alteration"
"lnuG.3004085.KX470419.1.3811-4615.4181","lnuG",3004085,"KX470419 . 1","3811-4615","4181",41189,"lnuG","APU52409.1","KX470419.1","lincosamide nucleotidyltransferase (LNU)","lincosamide antibiotic","antibiotic inactivation"
"CMY-101.3002113.KF526114.0-1146.1281","CMY-101",3002113,"KF526114","0-1146","1281",38513,"CMY-101","AHA80102.1","KF526114","CMY beta-lactamase","cephamycin","antibiotic inactivation"
"liaR.3003078.CP003583.914819-915452.40","liaR",3003078,"CP003583","914819-915452","40",39625,"Enterococcus faecium liaR mutant conferring daptomycin resistance","AFK58562.1","CP003583","daptomycin resistant liaR","peptide antibiotic","antibiotic efflux;antibiotic target alteration"
"Propionibacteria_23S_rRNA.3004161.Y10819.1.1849-4984.4155","Propionibacteria_23S_rRNA",3004161,"Y10819 . 1","1849-4984","4155",41308,"Propionibacteria 23S rRNA with mutation conferring resistance to macrolide antibiotics",NA,"Y10819.1","23S rRNA with mutation conferring resistance to macrolide antibiotics","glycopeptide antibiotic;lincosamide antibiotic;macrolide antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic","antibiotic target alteration"
"TriC.3003681.AE004091.2.179521-182569.5383","TriC",3003681,"AE004091 . 2","179521-182569","5383",40316,"TriC","AAG03548.1","AE004091.2","resistance-nodulation-cell division (RND) antibiotic efflux pump","triclosan","antibiotic efflux"
"rpoB.3003285.BX571856.1.590830-594382.5399","rpoB",3003285,"BX571856 . 1","590830-594382","5399",39869,"Staphylococcus aureus rpoB mutants conferring resistance to rifampicin","CAG39568.1","BX571856.1","rifamycin-resistant beta-subunit of RNA polymerase (rpoB)","peptide antibiotic;rifamycin antibiotic","antibiotic target alteration;antibiotic target replacement"
"vanXYC.3002966.AF162694.2438-3011.39","vanXYC",3002966,"AF162694","2438-3011","39",39400,"vanXYC","AAF61331.1","AF162694","glycopeptide resistance gene cluster;vanXY","glycopeptide antibiotic","antibiotic target alteration"
"vanRC.3002922.AF162694.5192-5888.105","vanRC",3002922,"AF162694","5192-5888","105",39356,"vanRC","AAF86641.1","AF162694","glycopeptide resistance gene cluster;vanR","glycopeptide antibiotic","antibiotic target alteration"
"mef(B).3003107.FJ196385.1.11083-12313.4728","mef(B)",3003107,"FJ196385 . 1","11083-12313","4728",39681,"mef(B)","ACJ63262.1","FJ196385.1","major facilitator superfamily (MFS) antibiotic efflux pump","macrolide antibiotic","antibiotic efflux"
"D-Ala-D-Ala_ligase.3003970.AY168442.1.53-1109.3769","D-Ala-D-Ala_ligase",3003970,"AY168442 . 1","53-1109","3769",40743,"D-Ala-D-Ala ligase","AAN62561.1","AY168442.1","van ligase","glycopeptide antibiotic","antibiotic target alteration"
"tetB(60).3004036.KX000273.1.0-1740.3979","tetB(60)",3004036,"KX000273 . 1","0-1740","3979",41069,"tetB(60)","ANZ79241.1","KX000273.1","ATP-binding cassette (ABC) antibiotic efflux pump","tetracycline antibiotic","antibiotic efflux"
"rpoB.3003287.BX571856.1.590830-594382.5226","rpoB",3003287,"BX571856 . 1","590830-594382","5226",39871,"Staphylococcus aureus rpoB mutants conferring resistance to daptomycin","CAG39568.1","BX571856.1","daptomycin resistant beta-subunit of RNA polymerase (rpoB)","peptide antibiotic;rifamycin antibiotic","antibiotic target alteration"
"vanC.3000368.AF162694.1410-2442.150","vanC",3000368,"AF162694","1410-2442","150",36507,"vanC","AAA24786.1","AF162694","glycopeptide resistance gene cluster;van ligase","glycopeptide antibiotic","antibiotic target alteration"
"vanB.3000013.KF823969.5110-6139.107","vanB",3000013,"KF823969","5110-6139","107",36022,"vanB","AHH83938.1","KF823969","glycopeptide resistance gene cluster;van ligase","glycopeptide antibiotic","antibiotic target alteration"
"MexJ.3003692.AE004091.2.4119269-4120373.5274","MexJ",3003692,"AE004091 . 2","4119269-4120373","5274",40340,"MexJ","AAG07065.1","AE004091.2","resistance-nodulation-cell division (RND) antibiotic efflux pump","macrolide antibiotic;tetracycline antibiotic;triclosan","antibiotic efflux"
"Cutibacterium_acnes_16S.3003499.NR_040847.1.0-1486.3259","Cutibacterium_acnes_16S",3003499,"NR_040847 . 1","0-1486","3259",40101,"Cutibacterium acnes 16S rRNA mutation conferring resistance to tetracycline",NA,"NR_040847.1","16S rRNA with mutation conferring resistance to tetracycline derivatives","aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic","antibiotic target alteration"
"Neisseria_gonorrhoeae_16S.3003495.CP020418.383737-385288.4136","Neisseria_gonorrhoeae_16S",3003495,"CP020418","383737-385288","4136",40097,"Neisseria gonorrhoeae 16S rRNA mutation conferring resistance to spectinomycin",NA,"CP020418","16s rRNA with mutation conferring resistance to aminoglycoside antibiotics","aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic","antibiotic target alteration"
"Neisseria_meningitidis_16S.3003497.NC_003112.60970-62514.4137","Neisseria_meningitidis_16S",3003497,"NC_003112","60970-62514","4137",40099,"Neisseria meningitidis 16S rRNA mutation conferring resistance to spectinomycin",NA,"NC_003112","16s rRNA with mutation conferring resistance to aminoglycoside antibiotics","aminoglycoside antibiotic;glycopeptide antibiotic;glycylcycline;nucleoside antibiotic;peptide antibiotic;tetracycline antibiotic","antibiotic target alteration"
"MIR-2.3002168.AY227752.88-1234.1733","MIR-2",3002168,"AY227752","88-1234","1733",38568,"MIR-2","AAO42602.1","AY227752","MIR beta-lactamase","cephalosporin;monobactam","antibiotic inactivation"
"MIR-1.3002166.M37839.927-2073.1024","MIR-1",3002166,"M37839","927-2073","1024",38566,"MIR-1","AAD22636.1","M37839","MIR beta-lactamase","cephalosporin;monobactam","antibiotic inactivation"
"MIR-10.3002175.KM087858.0-1146.1102","MIR-10",3002175,"KM087858","0-1146","1102",38575,"MIR-10","AIT76111.1","KM087858","MIR beta-lactamase","cephalosporin;monobactam","antibiotic inactivation"
"MIR-5.3002170.KP050484.0-1146.1978","MIR-5",3002170,"KP050484","0-1146","1978",38570,"MIR-5","AJO16037.1","KP050484","MIR beta-lactamase","cephalosporin;monobactam","antibiotic inactivation"
"aadA13.3002613.EU746499.1.639-1437.5258","aadA13",3002613,"EU746499 . 1","639-1437","5258",39013,"aadA13","ABW91178.1","EU746499.1","ANT(3'')","aminoglycoside antibiotic","antibiotic inactivation"
"AAC(3)-IV.3002539.DQ241380.1.0-777.3715","AAC(3)-IV",3002539,"DQ241380 . 1","0-777","3715",38939,"AAC(3)-IV","ABB43029.1","DQ241380.1","AAC(3)","aminoglycoside antibiotic","antibiotic inactivation"
"APH(4)-Ia.3002655.V01499.230-1256.221","APH(4)-Ia",3002655,"V01499","230-1256","221",39055,"APH(4)-Ia","CAA24743.1","V01499","APH(4)","aminoglycoside antibiotic","antibiotic inactivation"
"vanRD.3002923.AY082011.0-699.122","vanRD",3002923,"AY082011","0-699","122",39357,"vanRD","AAM09851.1","AY082011","glycopeptide resistance gene cluster;vanR","glycopeptide antibiotic","antibiotic target alteration"
"vanXD.3003070.AY082011.6937-7546.652","vanXD",3003070,"AY082011","6937-7546","652",39600,"vanXD","AAM09852.1","AY082011","glycopeptide resistance gene cluster;vanX","glycopeptide antibiotic","antibiotic target alteration"
"ACT-24.3001844.KJ207207.479-1625.779","ACT-24",3001844,"KJ207207","479-1625","779",38244,"ACT-24","AHL39336.1","KJ207207","ACT beta-lactamase","carbapenem;cephalosporin;cephamycin;penam","antibiotic inactivation"
"acrA.3004042.DQ679966.299-1493.3995","acrA",3004042,"DQ679966","299-1493","3995",41089,"Enterobacter cloacae acrA","ABG77965.1","DQ679966","resistance-nodulation-cell division (RND) antibiotic efflux pump","cephalosporin;fluoroquinolone antibiotic;glycylcycline;penam;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic;triclosan","antibiotic efflux"
"ACT-8.3001831.FN645445.1.0-1146.5245","ACT-8",3001831,"FN645445 . 1","0-1146","5245",38231,"ACT-8","CBI75448.1","FN645445.1","ACT beta-lactamase","carbapenem;cephalosporin;cephamycin;penam","antibiotic inactivation"
"ACT-13.3001835.HE819402.0-1146.1094","ACT-13",3001835,"HE819402","0-1146","1094",38235,"ACT-13","CCK86741.1","HE819402","ACT beta-lactamase","carbapenem;cephalosporin;cephamycin;penam","antibiotic inactivation"
"ACT-21.3001842.KF526118.0-1146.1854","ACT-21",3001842,"KF526118","0-1146","1854",38242,"ACT-21","AHA80106.1","KF526118","ACT beta-lactamase","carbapenem;cephalosporin;cephamycin;penam","antibiotic inactivation"
"CMY-72.3002085.JX440352.1027-2173.1346","CMY-72",3002085,"JX440352","1027-2173","1346",38485,"CMY-72","AFU25641.1","JX440352","CMY beta-lactamase","cephamycin","antibiotic inactivation"
"ACT-5.3001824.FJ237369.0-1146.1893","ACT-5",3001824,"FJ237369","0-1146","1893",38224,"ACT-5","ACJ05689.1","FJ237369","ACT beta-lactamase","carbapenem;cephalosporin;cephamycin;penam","antibiotic inactivation"
"CMY-115.3002126.KM087839.0-1146.1020","CMY-115",3002126,"KM087839","0-1146","1020",38526,"CMY-115","AIT76092.1","KM087839","CMY beta-lactamase","cephamycin","antibiotic inactivation"
"CMY-135.3004778.KP981366.1.0-1146.5777","CMY-135",3004778,"KP981366 . 1","0-1146","5777",42893,"CMY-135","AKP17985.1","KP981366.1","CMY beta-lactamase","cephamycin","antibiotic inactivation"
"ACT-28.3001848.KJ207206.751-1897.1018","ACT-28",3001848,"KJ207206","751-1897","1018",38248,"ACT-28","AHL39333.1","KJ207206","ACT beta-lactamase","carbapenem;cephalosporin;cephamycin;penam","antibiotic inactivation"
"CMY-90.3002103.HE819404.0-1146.1444","CMY-90",3002103,"HE819404","0-1146","1444",38503,"CMY-90","CCK86743.1","HE819404","CMY beta-lactamase","cephamycin","antibiotic inactivation"
"CMY-78.3002091.JQ733575.1027-2173.1817","CMY-78",3002091,"JQ733575","1027-2173","1817",38491,"CMY-78","AFK73443.1","JQ733575","CMY beta-lactamase","cephamycin","antibiotic inactivation"
"ACT-36.3003171.KM926621.751-1897.1660","ACT-36",3003171,"KM926621","751-1897","1660",39748,"ACT-36","AJG06170.1","KM926621","ACT beta-lactamase","carbapenem;cephalosporin;cephamycin;penam","antibiotic inactivation"
"CMY-85.3002098.KJ207202.548-1694.1117","CMY-85",3002098,"KJ207202","548-1694","1117",38498,"CMY-85","AHL39322.1","KJ207202","CMY beta-lactamase","cephamycin","antibiotic inactivation"
"CMY-84.3002097.JQ733579.1027-2173.1037","CMY-84",3002097,"JQ733579","1027-2173","1037",38497,"CMY-84","AFK73455.1","JQ733579","CMY beta-lactamase","cephamycin","antibiotic inactivation"
"ACT-10.3001832.JN848330.0-1146.940","ACT-10",3001832,"JN848330","0-1146","940",38232,"ACT-10","AEV91214.1","JN848330","ACT beta-lactamase","carbapenem;cephalosporin;cephamycin;penam","antibiotic inactivation"
"ACT-18.3001839.KF992028.761-1907.1505","ACT-18",3001839,"KF992028","761-1907","1505",38239,"ACT-18","AHM76777.1","KF992028","ACT beta-lactamase","carbapenem;cephalosporin;cephamycin;penam","antibiotic inactivation"
"CMY-113.3002124.KM087836.0-1146.863","CMY-113",3002124,"KM087836","0-1146","863",38524,"CMY-113","AIT76089.1","KM087836","CMY beta-lactamase","cephamycin","antibiotic inactivation"
"CMY-66.3002079.JN714478.1034-2180.783","CMY-66",3002079,"JN714478","1034-2180","783",38479,"CMY-66","AEZ49849.1","JN714478","CMY beta-lactamase","cephamycin","antibiotic inactivation"
"ACT-38.3003655.KP836350.1.0-1146.5243","ACT-38",3003655,"KP836350 . 1","0-1146","5243",40265,"ACT-38","AKS43590.1","KP836350.1","ACT beta-lactamase","carbapenem;cephalosporin;cephamycin;penam","antibiotic inactivation"
"dfrA8.3002863.KJ174469.710-1220.568","dfrA8",3002863,"KJ174469","710-1220","568",39297,"dfrA8","AHV80711.1","KJ174469","trimethoprim resistant dihydrofolate reductase dfr","diaminopyrimidine antibiotic","antibiotic target replacement"
"CTX-M-78.3001939.AM982522.0-876.1982","CTX-M-78",3001939,"AM982522","0-876","1982",38339,"CTX-M-78","CAQ42481.2","AM982522","CTX-M beta-lactamase","cephalosporin","antibiotic inactivation"
"dfrA26.3002857.AM403715.302-854.111","dfrA26",3002857,"AM403715","302-854","111",39291,"dfrA26","CAL48457.1","AM403715","trimethoprim resistant dihydrofolate reductase dfr","diaminopyrimidine antibiotic","antibiotic target replacement"
"tet(D).3000168.AF467077.1.163-1348.5131","tet(D)",3000168,"AF467077 . 1","163-1348","5131",36307,"tet(D)","AAL75563.1","AF467077.1","major facilitator superfamily (MFS) antibiotic efflux pump","tetracycline antibiotic","antibiotic efflux"
"CTX-M-152.3002009.KJ461948.3-876.1589","CTX-M-152",3002009,"KJ461948","3-876","1589",38409,"CTX-M-152","AHY20039.1","KJ461948","CTX-M beta-lactamase","cephalosporin","antibiotic inactivation"
"CTX-M-63.3001924.AB205197.3-876.868","CTX-M-63",3001924,"AB205197","3-876","868",38324,"CTX-M-63","BAD90119.1","AB205197","CTX-M beta-lactamase","cephalosporin","antibiotic inactivation"
"CTX-M-40.3001902.AY750914.2.206-1079.4239","CTX-M-40",3001902,"AY750914 . 2","206-1079","4239",38302,"CTX-M-40","AAV28215.2","AY750914.2","CTX-M beta-lactamase","cephalosporin","antibiotic inactivation"
"APH(2'')-Ig.3002669.CP004067.1.43007-43928.4749","APH(2'')-Ig",3002669,"CP004067 . 1","43007-43928","4749",39069,"APH(2'')-Ig","AGV10818.1","CP004067.1","APH(2'')","aminoglycoside antibiotic","antibiotic inactivation"
"rmtD2.3004677.HQ401565.1.14138-14882.5561","rmtD2",3004677,"HQ401565 . 1","14138-14882","5561",42726,"rmtD2","ADW66527.1","HQ401565.1","16S rRNA methyltransferase (G1405)","aminoglycoside antibiotic","antibiotic target alteration"
"tet(Y).3000182.AF070999.1679-2855.3343","tet(Y)",3000182,"AF070999","1679-2855","3343",36321,"tet(Y)","AAC72341.1","AF070999","major facilitator superfamily (MFS) antibiotic efflux pump","tetracycline antibiotic","antibiotic efflux"
"CMY-53.3002064.HQ336940.0-1146.958","CMY-53",3002064,"HQ336940","0-1146","958",38464,"CMY-53","ADQ38362.1","HQ336940","CMY beta-lactamase","cephamycin","antibiotic inactivation"
"CMY-20.3002031.AY960293.0-1143.903","CMY-20",3002031,"AY960293","0-1143","903",38431,"CMY-20","AAX58682.2","AY960293","CMY beta-lactamase","cephamycin","antibiotic inactivation"
